Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Speed,Max Speed,Total Ascent,Total Descent,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Training Stress Score®,Grit,Flow,Dive Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Laps,Max Temp,Moving Time,Elapsed Time,Min Elevation,Max Elevation,Elev Gain,Elev Loss,Avg Pace,Best Pace,Total Strokes,Climb Time,Bottom Time,Unnamed: 0,Unnamed: 0.1,Total Reps,Total Sets
Whitewater Kayaking/Rafting,2019-07-26 15:41:13,False,Deschutes County Kayak,3.74,564,01:09:04,117,137,1.4,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,91.4,0:00,No,00:00.00,1,0.0,,,,,121,135,3.2,5.7,--,1:09:04,0:00,302.0,300.0,--,--
Hiking,2019-07-26 11:30:24,False,Deschutes County Hiking,2.16,376,00:57:37,104,144,0.9,71,215,,,,,0.85,0.0,0.0,0.0,0.0,0.0,,55.4,0:00,No,00:00.00,1,0.0,,,,,207,197,26:40,16:14,--,57:37,0:00,303.0,301.0,--,--
Hiking,2019-07-24 09:46:21,False,Deschutes County Hiking,9.37,"1,752",03:10:21,130,174,3.3,99,218,,,,,0.8,0.0,0.0,0.0,0.0,0.0,,71.6,0:00,No,00:00.71,4,0.0,,,,,"1,266","1,234",20:19,9:45,--,3:10:21,0:00,304.0,302.0,--,--
Cycling,2019-07-21 15:55:36,False,Portland Cycling,30.46,"1,544",02:34:23,138,177,3.8,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,87.8,0:00,No,03:14.83,7,0.0,,,,,843,807,11.8,27.6,--,2:34:23,0:00,305.0,303.0,--,--
Running,2019-07-20 10:47:28,False,Portland Running,1.03,156,00:10:41,144,155,2.5,157,174,,,,,0.99,0.0,0.0,0.0,0.0,0.0,,77.0,0:00,No,00:14.38,2,0.0,,,,,3,26,10:24,8:46,--,10:41,0:00,306.0,304.0,--,--
Cycling,2019-07-14 12:24:04,False,Portland Cycling,21.65,"1,052",01:46:21,130,156,2.9,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,80.6,0:00,No,08:33.47,5,0.0,,,,,436,430,12.2,23.2,--,1:46:21,0:00,307.0,305.0,--,--
Hiking,2019-07-05 14:32:41,False,Klamath County Hiking,2.07,526,00:58:47,115,155,2.7,80,159,,,,,0.71,0.0,0.0,0.0,0.0,0.0,,68.0,0:00,No,00:00.00,1,0.0,,,,,"1,001","1,447",28:19,11:44,--,58:47,0:00,308.0,306.0,--,--
Running,2019-06-30 19:24:11,False,Portland Running,1.0,162,00:10:19,161,177,2.8,158,171,,,,,0.99,0.0,0.0,0.0,0.0,0.0,,84.2,0:00,No,00:02.98,2,0.0,,,,,--,30,10:15,9:20,--,10:19,0:00,309.0,307.0,--,--
Cycling,2019-06-28 15:00:42,False,Portland Cycling,3.36,130,00:17:58,103,148,0.8,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,80.6,0:00,No,00:00.00,1,0.0,,,,,52,210,11.2,24.5,--,17:58,0:00,310.0,308.0,--,--
Cycling,2019-06-23 13:30:49,False,Portland Cycling,5.35,290,00:36:18,111,150,1.4,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,77.0,0:00,No,02:55.92,2,0.0,,,,,121,39,8.8,13.9,--,36:18,0:00,311.0,309.0,--,--
Cycling,2019-06-23 11:32:02,False,Portland Cycling,5.54,237,00:39:04,99,126,0.5,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,73.4,0:00,No,05:14.91,2,0.0,,,,,20,121,8.5,15.6,--,39:04,0:00,312.0,310.0,--,--
Cycling,2019-06-20 21:26:46,False,Portland Cycling,5.0,146,00:20:55,103,132,0.7,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,66.2,0:00,No,00:13.59,2,0.0,,,,,98,30,14.3,20.9,--,20:55,0:00,313.0,311.0,--,--
Cycling,2019-06-20 20:52:06,False,Portland Cycling,6.39,248,00:27:57,114,149,2.0,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,64.4,0:00,No,05:37.28,2,0.0,,,,,39,135,13.7,23.0,--,27:57,0:00,314.0,312.0,--,--
Running,2019-06-18 19:04:15,False,Portland Running,1.02,145,00:10:47,136,150,2.3,148,213,,,,,1.03,0.0,0.0,0.0,0.0,0.0,,75.2,0:00,No,00:10.62,2,0.0,,,,,23,7,10:33,7:41,--,10:47,0:00,315.0,313.0,--,--
Cycling,2019-06-08 18:21:36,False,Portland Cycling,1.65,104,00:07:35.5,139,167,2.2,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,77.0,0:00,No,00:00.00,1,0.0,,,,,33,39,13.1,21.9,--,7:35.5,0:00,316.0,314.0,--,--
Cycling,2019-06-08 17:55:05,False,Portland Cycling,1.67,87,00:07:14.6,129,150,1.7,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,77.0,0:00,No,00:00.00,1,0.0,,,,,62,16,13.9,22.9,--,7:14.6,0:00,317.0,315.0,--,--
Cycling,2019-06-04 15:48:27,False,Portland Cycling,5.28,388,00:30:02,138,175,3.7,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,84.2,0:00,No,01:08.44,2,0.0,,,,,233,52,10.5,21.7,--,30:02,0:00,318.0,316.0,--,--
Cycling,2019-06-04 14:45:02,False,Portland Cycling,3.38,165,00:15:02,125,155,2.1,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,80.6,0:00,No,00:00.00,1,0.0,,,,,39,194,13.5,26.1,--,15:02,0:00,319.0,317.0,--,--
Cycling,2019-06-02 15:08:01,False,Portland Cycling,8.25,602,01:10:44,118,149,2.1,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,82.4,0:00,No,31:53.77,2,0.0,,,,,302,135,7.0,17.2,--,1:10:44,0:00,320.0,318.0,--,--
Cycling,2019-06-02 13:28:31,False,Portland Cycling,7.55,385,00:46:13,116,138,1.3,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,80.6,0:00,No,15:49.26,2,0.0,,,,,89,243,9.8,18.3,--,46:13,0:00,321.0,319.0,--,--
Cycling,2019-06-01 20:02:12,False,Portland Cycling,3.17,168,00:23:43,103,137,0.9,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,78.8,0:00,No,00:00.00,1,0.0,,,,,13,177,8.0,20.9,--,23:43,0:00,322.0,320.0,--,--
Running,2019-05-05 19:11:48,False,Portland Running,0.62,100,00:06:47.3,150,173,2.2,153,171,,,,,0.96,0.0,0.0,0.0,0.0,0.0,,80.6,0:00,No,00:00.00,1,0.0,,,,,3,3,11:00,9:27,--,6:47.3,0:00,323.0,321.0,--,--
Hiking,2019-04-28 11:51:24,False,Klickitat County Hiking,4.96,"1,030",02:23:28,116,146,2.5,82,245,,,,,0.68,0.0,0.0,0.0,0.0,0.0,,77.0,0:00,No,00:00.00,1,0.0,,,,,"1,398","1,348",28:56,7:07,--,2:23:28,0:00,324.0,322.0,--,--
Running,2019-04-22 13:35:55,False,Portland Running,0.78,109,00:08:27.2,133,153,2.0,150,164,,,,,1.0,0.0,0.0,0.0,0.0,0.0,,78.8,0:00,No,00:00.00,1,0.0,,,,,7,16,10:48,8:43,--,8:27.2,0:00,325.0,323.0,--,--
Cycling,2019-04-21 17:27:39,False,Portland Cycling,2.25,136,00:10:28,136,164,2.2,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,73.4,0:00,No,00:12.55,2,0.0,,,,,43,39,12.9,19.7,--,10:28,0:00,326.0,324.0,--,--
Running,2019-04-21 10:42:57,False,Portland Running,1.51,233,00:16:15,146,189,2.9,159,167,,,,,0.94,0.0,0.0,0.0,0.0,0.0,,68.0,0:00,No,05:35.88,2,0.0,,,,,30,33,10:45,9:15,--,16:15,0:00,327.0,325.0,--,--
Running,2019-04-15 10:24:28,False,Portland Running,1.04,158,00:10:48,144,156,2.8,161,169,,,,,0.96,0.0,0.0,0.0,0.0,0.0,,68.0,0:00,No,00:21.41,2,0.0,,,,,20,16,10:24,9:06,--,10:48,0:00,328.0,326.0,--,--
Running,2019-04-11 07:43:19,False,Portland Running,1.5,242,00:16:23,150,170,3.0,157,165,,,,,0.94,0.0,0.0,0.0,0.0,0.0,,62.6,0:00,No,05:33.37,2,0.0,,,,,30,33,10:53,10:01,--,16:23,0:00,329.0,327.0,--,--
Strength Training,2019-04-10 12:30:19,False,Strength,0.0,4,00:01:23.9,94,102,0.0,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,95.0,0:00,No,00:00.00,1,0.0,,,,,--,--,--,--,--,1:23.9,0:00,330.0,328.0,"1,070",5
Other,2019-04-10 07:00:00,False,Spinning® - MyFitnessPal,0.0,340,00:40:00,--,--,--,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0:00,No,00:00.00,1,0.0,,,,,--,--,--,--,--,40:00,0:00,331.0,329.0,--,--
Other,2019-04-09 05:30:00,False,Spinning® - MyFitnessPal,0.0,714,01:00:00,--,--,--,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0:00,No,00:00.00,1,0.0,,,,,--,--,--,--,--,1:00:00,0:00,332.0,330.0,--,--
Hiking,2019-03-30 13:12:35,False,Cascade Locks Hiking,4.24,690,01:49:22,108,146,2.1,88,219,,,,,0.71,0.0,0.0,0.0,0.0,0.0,,68.0,0:00,No,00:00.00,1,0.0,,,,,873,837,25:46,6:35,--,1:49:22,0:00,333.0,331.0,--,--
Running,2019-03-01 16:06:38,False,Portland - Running,1.03,159,00:12:50,137,156,2.4,136,169,,,,,0.95,0.0,0.0,0.0,0.0,0.0,,64.4,0:00,No,00:15.68,2,0.0,,,,,46,13,12:30,8:56,--,12:50,0:00,334.0,332.0,--,--
Running,2019-03-01 15:45:03,False,Portland - Running,1.01,168,00:10:58,156,178,3.1,152,179,,,,,0.97,0.0,0.0,0.0,0.0,0.0,,64.4,0:00,No,00:03.51,2,0.0,,,,,13,7,10:54,8:57,--,10:58,0:00,335.0,333.0,--,--
Yoga,2018-11-28 17:31:14,False,Yoga,0.0,458,01:04:01,112,161,3.0,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,80.6,0:00,No,00:00.00,2,0.0,,,,,--,--,--,--,--,1:04:01,0:00,336.0,334.0,--,--
Cycling,2018-10-21 12:32:27,False,Portland Cycling,6.78,403,00:32:53,139,171,3.3,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,66.2,0:00,No,00:00.00,2,0.0,,,,,236,164,12.4,22.9,--,32:53,0:00,337.0,335.0,--,--
Cycling,2018-10-21 11:05:45,False,Portland Cycling,6.92,362,00:30:27,135,173,3.3,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,68.0,0:00,No,00:00.00,2,0.0,,,,,144,210,13.6,22.9,--,30:27,0:00,338.0,336.0,--,--
Hiking,2018-10-06 12:19:43,False,Portland Hiking,2.02,413,00:55:41,111,151,2.5,89,160,,,,,0.66,0.0,0.0,0.0,0.0,0.0,,66.2,0:00,No,00:00.00,2,0.0,,,,,568,577,27:34,18:12,--,55:41,0:00,339.0,337.0,--,--
Running,2018-09-20 18:03:06,False,Portland Running,1.01,144,00:09:53.8,148,163,2.3,157,176,,,,,1.05,0.0,0.0,0.0,0.0,0.0,,73.4,0:00,No,00:00.00,2,0.0,,,,,20,43,9:49,7:56,--,9:53.8,0:00,340.0,338.0,--,--
Running,2018-09-15 20:31:46,False,Valley County Running,11.52,"2,185",04:04:50,135,182,5.0,93,234,,,,,0.81,0.0,0.0,0.0,0.0,0.0,,55.4,0:00,No,00:00.00,12,0.0,,,,,"2,165","2,671",21:15,11:56,--,4:04:50,0:00,341.0,339.0,--,--
Running,2018-09-10 18:09:12,False,Portland Running,2.28,437,00:29:08,158,186,3.8,147,223,,,,,0.85,0.0,0.0,0.0,0.0,0.0,,69.8,0:00,No,00:00.00,3,0.0,,,,,295,308,12:47,7:59,--,29:08,0:00,342.0,340.0,--,--
Running,2018-09-08 08:08:11,False,Tillamook County Running,5.01,899,00:58:27,156,178,3.4,146,186,,,,,0.95,0.0,0.0,0.0,0.0,0.0,,71.6,0:00,No,00:00.00,6,0.0,,,,,10,23,11:40,8:17,--,58:27,0:00,343.0,341.0,--,--
Running,2018-09-05 18:07:48,False,Portland Running,6.01,"1,205",01:05:13,171,197,5.0,147,235,,,,,1.01,0.0,0.0,0.0,0.0,0.0,,84.2,0:00,No,00:00.00,7,0.0,,,,,180,269,10:51,7:55,--,1:05:13,0:00,344.0,342.0,--,--
